Position,Const,Created,Modified,Description,Title,Original Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors
1117,tt1996310,2016-08-01,2016-08-01,,"Lore","Lore",https://www.imdb.com/title/tt1996310/,Movie,7.1,109,2012,"Drama, Romance, War",16384,2012-09-20,"Cate Shortland"
1118,tt0120710,2016-08-01,2016-08-01,,"In Dreams","In Dreams",https://www.imdb.com/title/tt0120710/,Movie,5.5,100,1999,"Drama, Fantasy, Horror, Thriller",14086,1999-01-15,"Neil Jordan"
1119,tt0210065,2016-08-01,2016-08-01,,"Gangster No. 1","Gangster No. 1",https://www.imdb.com/title/tt0210065/,Movie,6.7,103,2000,"Crime, Drama, Thriller",15582,2000-06-09,"Paul McGuigan"
1120,tt0072226,2016-08-01,2016-08-01,,"The Sugarland Express","The Sugarland Express",https://www.imdb.com/title/tt0072226/,Movie,6.7,110,1974,"Crime, Drama",21503,2025-05-01,"Steven Spielberg"
1121,tt0111418,2016-08-01,2016-08-01,,"Threesome","Threesome",https://www.imdb.com/title/tt0111418/,Movie,6.3,93,1994,"Comedy, Drama, Romance",14173,1994-04-08,"Andrew Fleming"
1122,tt0105699,2016-08-01,2016-08-01,,"Unlawful Entry","Unlawful Entry",https://www.imdb.com/title/tt0105699/,Movie,6.4,111,1992,"Crime, Drama, Thriller",21161,1992-06-26,"Jonathan Kaplan"
1123,tt0028212,2016-08-01,2016-08-01,,"Sabotage","Sabotage",https://www.imdb.com/title/tt0028212/,Movie,7.0,76,1936,"Crime, Thriller",20179,1937-01-11,"Alfred Hitchcock"
1124,tt1213012,2016-08-01,2016-08-01,,"Alpha and Omega","Alpha and Omega",https://www.imdb.com/title/tt1213012/,Movie,5.1,90,2010,"Animation, Adventure, Comedy, Family, Romance",15890,2010-09-17,"Anthony Bell, Ben Gluck"
1125,tt0041699,2016-08-01,2016-08-01,,"Stray Dog","Nora inu",https://www.imdb.com/title/tt0041699/,Movie,7.8,122,1949,"Crime, Drama, Mystery, Thriller",20348,1963-08-31,"Akira Kurosawa"
1126,tt0466816,2016-08-01,2016-08-01,,"Hallam Foe","Hallam Foe",https://www.imdb.com/title/tt0466816/,Movie,6.9,95,2007,"Drama, Mystery, Romance",13462,2007-08-31,"David Mackenzie"
1127,tt1718199,2016-08-01,2016-08-01,,"Dragon","Wu xia",https://www.imdb.com/title/tt1718199/,Movie,7.0,98,2011,"Action, Crime, Drama, Thriller",16287,2011-07-04,"Peter Ho-Sun Chan"
1128,tt0288439,2016-08-01,2016-08-01,,"Bang Bang You're Dead","Bang Bang You're Dead",https://www.imdb.com/title/tt0288439/,Movie,7.7,93,2002,"Crime, Drama, Thriller",13393,2002-06-07,"Guy Ferland"
1129,tt0250310,2016-08-01,2016-08-01,,"Corky Romano","Corky Romano",https://www.imdb.com/title/tt0250310/,Movie,4.7,86,2001,"Comedy, Crime",14113,2001-10-12,"Rob Pritts"
1130,tt1550312,2016-08-01,2016-08-01,,"Café de Flore","Café de Flore",https://www.imdb.com/title/tt1550312/,Movie,7.3,120,2011,"Drama, Romance",17234,2011-11-18,"Jean-Marc Vallée"
1131,tt0023649,2016-08-01,2016-08-01,,"Vampyr","Vampyr",https://www.imdb.com/title/tt0023649/,Movie,7.4,75,1932,"Fantasy, Horror",22234,1934-08-14,"Carl Theodor Dreyer"
1132,tt1134629,2016-08-01,2016-08-01,,"The Private Lives of Pippa Lee","The Private Lives of Pippa Lee",https://www.imdb.com/title/tt1134629/,Movie,6.3,98,2009,"Comedy, Drama, Romance",14631,2009-07-10,"Rebecca Miller"
1133,tt1226240,2016-08-01,2016-08-01,,"A Late Quartet","A Late Quartet",https://www.imdb.com/title/tt1226240/,Movie,7.1,105,2012,"Drama, Music",15787,2012-11-23,"Yaron Zilberman"
1134,tt0458367,2016-08-01,2016-08-01,,"Right at Your Door","Right at Your Door",https://www.imdb.com/title/tt0458367/,Movie,6.0,96,2006,"Drama, Sci-Fi, Thriller",14804,2006-09-08,"Chris Gorak"
1135,tt0269389,2016-08-01,2016-08-01,,"Jalla! Jalla!","Jalla! Jalla!",https://www.imdb.com/title/tt0269389/,Movie,6.8,88,2000,"Comedy, Drama, Romance",15287,2000-12-22,"Josef Fares"
1136,tt0091680,2016-08-01,2016-08-01,,"One Crazy Summer","One Crazy Summer",https://www.imdb.com/title/tt0091680/,Movie,6.4,93,1986,"Comedy, Romance",17992,1986-08-08,"Savage Steve Holland"
1137,tt0475723,2016-08-01,2016-08-01,,"Shinobi: Heart Under Blade","Shinobi",https://www.imdb.com/title/tt0475723/,Movie,6.8,107,2005,"Action, Drama, Fantasy, Romance",13141,2005-09-17,"Ten Shimoyama"
1138,tt0323013,2016-08-01,2016-08-01,,"Lakshya","Lakshya",https://www.imdb.com/title/tt0323013/,Movie,7.8,186,2004,"Action, Drama, Romance, War",27431,2004-06-18,"Farhan Akhtar"
1139,tt0106292,2016-08-01,2016-08-01,,"Another Stakeout","Another Stakeout",https://www.imdb.com/title/tt0106292/,Movie,5.6,108,1993,"Comedy, Crime",16062,1993-07-23,"John Badham"
1140,tt0076162,2016-08-01,2016-08-01,,"House","Hausu",https://www.imdb.com/title/tt0076162/,Movie,7.2,88,1977,"Comedy, Horror",38081,1977-09,"Nobuhiko Ôbayashi"
1141,tt2131532,2016-08-01,2016-08-01,,"Hidden","Hidden",https://www.imdb.com/title/tt2131532/,Movie,6.4,84,2015,"Horror, Sci-Fi, Thriller",28283,2015-09-15,"Matt Duffer, Ross Duffer"
1142,tt0052918,2016-08-01,2016-08-01,,"Imitation of Life","Imitation of Life",https://www.imdb.com/title/tt0052918/,Movie,7.8,125,1959,"Drama",19454,1959-03-20,"Douglas Sirk"
1143,tt0453548,2016-08-01,2016-08-01,,"Snow Angels","Snow Angels",https://www.imdb.com/title/tt0453548/,Movie,6.8,107,2007,"Crime, Drama, Romance",13394,2008-03-21,"David Gordon Green"
1144,tt0283632,2016-08-01,2016-08-01,,"They","They",https://www.imdb.com/title/tt0283632/,Movie,4.8,89,2002,"Horror, Mystery, Thriller",14547,2002-11-27,"Robert Harmon"
1145,tt0078504,2016-08-01,2016-08-01,,"The Wiz","The Wiz",https://www.imdb.com/title/tt0078504/,Movie,5.6,134,1978,"Adventure, Family, Fantasy, Musical",18846,1978-10-24,"Sidney Lumet"
1146,tt0193253,2016-08-01,2016-08-01,,"Jin-Roh: The Wolf Brigade","Jin-Rô",https://www.imdb.com/title/tt0193253/,Movie,7.3,102,1999,"Animation, Drama, Sci-Fi, Thriller",20450,1999-11-17,"Hiroyuki Okiura"
1147,tt1456472,2016-08-01,2016-08-01,,"We Have a Pope","Habemus Papam",https://www.imdb.com/title/tt1456472/,Movie,6.7,102,2011,"Comedy, Drama",15222,2011-04-15,"Nanni Moretti"
1148,tt0144201,2016-08-01,2016-08-01,,"Girl on the Bridge","La fille sur le pont",https://www.imdb.com/title/tt0144201/,Movie,7.4,90,1999,"Comedy, Drama, Romance",14793,1999-03-31,"Patrice Leconte"
1149,tt1434447,2016-08-01,2016-08-01,,"Rocket Singh: Salesman of the Year","Rocket Singh: Salesman of the Year",https://www.imdb.com/title/tt1434447/,Movie,7.5,150,2009,"Comedy, Drama",23630,2009-12-11,"Shimit Amin"
1150,tt0120764,2016-08-01,2016-08-01,,"My Favorite Martian","My Favorite Martian",https://www.imdb.com/title/tt0120764/,Movie,5.1,94,1999,"Comedy, Family, Sci-Fi",14972,1999-02-12,"Donald Petrie"
1151,tt2967006,2016-08-01,2016-08-01,,"The Trip to Italy","The Trip to Italy",https://www.imdb.com/title/tt2967006/,Movie,6.6,108,2014,"Comedy, Drama",16425,2014-04-25,"Michael Winterbottom"
1152,tt0116860,2016-08-01,2016-08-01,,"Pretty Village, Pretty Flame","Lepa sela lepo gore",https://www.imdb.com/title/tt0116860/,Movie,8.6,115,1996,"Drama, History, War",18689,1997-11-06,"Srdjan Dragojevic"
1153,tt0089424,2016-08-01,2016-08-01,,"Kiss of the Spider Woman","Kiss of the Spider Woman",https://www.imdb.com/title/tt0089424/,Movie,7.3,120,1985,"Drama",18773,1985-07-26,"Hector Babenco"
1154,tt3595298,2016-08-01,2016-08-01,,"Prem Ratan Dhan Payo","Prem Ratan Dhan Payo",https://www.imdb.com/title/tt3595298/,Movie,4.4,164,2015,"Action, Drama, Musical, Romance",25572,2015-11-12,"Sooraj R. Barjatya"
1155,tt0860906,2016-08-01,2016-08-01,,"Evangelion: 2.0 You Can (Not) Advance","Evangelion Shin Gekijôban: Ha",https://www.imdb.com/title/tt0860906/,Movie,7.9,112,2009,"Animation, Action, Drama, Sci-Fi",27650,2009-06-27,"Masayuki, Kazuya Tsurumaki, Hideaki Anno"
1156,tt0448124,2016-08-01,2016-08-01,,"Snow Cake","Snow Cake",https://www.imdb.com/title/tt0448124/,Movie,7.4,112,2006,"Drama, Romance",13710,2006-09-08,"Marc Evans"
1157,tt0054443,2016-08-01,2016-08-01,,"Village of the Damned","Village of the Damned",https://www.imdb.com/title/tt0054443/,Movie,7.3,77,1960,"Horror, Sci-Fi",20691,1960-12-07,"Wolf Rilla"
1158,tt0082288,2016-08-01,2016-08-01,,"Dragonslayer","Dragonslayer",https://www.imdb.com/title/tt0082288/,Movie,6.6,109,1981,"Action, Adventure, Fantasy",21316,1981-06-26,"Matthew Robbins"
1159,tt0085210,2016-08-01,2016-08-01,,"Bad Boys","Bad Boys",https://www.imdb.com/title/tt0085210/,Movie,7.2,123,1983,"Crime, Drama, Thriller",18327,1983-03-25,"Rick Rosenthal"
1160,tt0053580,2016-08-01,2016-08-01,,"The Alamo","The Alamo",https://www.imdb.com/title/tt0053580/,Movie,6.8,162,1960,"Adventure, Drama, History, War, Western",19128,1960-10-27,"John Wayne"
1161,tt0119086,2016-08-01,2016-08-01,,"Excess Baggage","Excess Baggage",https://www.imdb.com/title/tt0119086/,Movie,5.4,101,1997,"Action, Comedy, Crime, Romance",14845,1997-08-29,"Marco Brambilla"
1162,tt0107156,2016-08-01,2016-08-01,,"The Wedding Banquet","Xi yan",https://www.imdb.com/title/tt0107156/,Movie,7.6,106,1993,"Comedy, Drama, Romance",18490,1993-08-04,"Ang Lee"
1163,tt0100740,2016-08-01,2016-08-01,,"Tales from the Darkside: The Movie","Tales from the Darkside: The Movie",https://www.imdb.com/title/tt0100740/,Movie,6.2,93,1990,"Comedy, Fantasy, Horror, Thriller",20627,1990-05-04,"John Harrison"
1164,tt3722070,2016-08-01,2016-08-01,,"The Lady in the Van","The Lady in the Van",https://www.imdb.com/title/tt3722070/,Movie,6.7,104,2015,"Biography, Comedy, Drama",33938,2016-02-26,"Nicholas Hytner"
1165,tt0104265,2016-08-01,2016-08-01,,"Final Analysis","Final Analysis",https://www.imdb.com/title/tt0104265/,Movie,5.9,124,1992,"Drama, Thriller",16049,1992-02-07,"Phil Joanou"
1166,tt3499096,2016-08-01,2016-08-01,,"Race","Race",https://www.imdb.com/title/tt3499096/,Movie,7.1,134,2016,"Biography, Drama, Sport",43355,2016-02-19,"Stephen Hopkins"
1167,tt0066601,2016-08-01,2016-08-01,,"Zabriskie Point","Zabriskie Point",https://www.imdb.com/title/tt0066601/,Movie,6.9,113,1970,"Drama",17937,1970-03-26,"Michelangelo Antonioni"
1168,tt0263975,2016-08-01,2016-08-01,,"The Girl with the Red Scarf","Selvi Boylum Al Yazmalim",https://www.imdb.com/title/tt0263975/,Movie,8.5,90,1977,"Drama, Romance",17833,1978-11,"Atif Yilmaz"
1169,tt1032856,2016-08-01,2016-08-01,,"The Band's Visit","Bikur Ha-Tizmoret",https://www.imdb.com/title/tt1032856/,Movie,7.5,87,2007,"Comedy, Drama, Music, Romance",14545,2008-03-21,"Eran Kolirin"
1170,tt1661420,2016-08-01,2016-08-01,,"Polisse","Polisse",https://www.imdb.com/title/tt1661420/,Movie,7.3,127,2011,"Crime, Drama",16137,2011-10-19,"Maïwenn"
1171,tt0116531,2016-08-01,2016-08-01,,"High School High","High School High",https://www.imdb.com/title/tt0116531/,Movie,5.6,86,1996,"Comedy, Crime, Romance",14781,1996-10-25,"Hart Bochner"
1172,tt0039416,2016-08-01,2016-08-01,,"Gentleman's Agreement","Gentleman's Agreement",https://www.imdb.com/title/tt0039416/,Movie,7.2,118,1947,"Drama, Romance",18796,1948-03,"Elia Kazan"
1173,tt0323939,2016-08-01,2016-08-01,,"Shade","Shade",https://www.imdb.com/title/tt0323939/,Movie,6.3,101,2003,"Crime, Thriller",13691,2004-05-09,"Damian Nieman"
1174,tt0090670,2016-08-01,2016-08-01,,"At Close Range","At Close Range",https://www.imdb.com/title/tt0090670/,Movie,6.9,116,1986,"Crime, Drama",19715,1986-04-18,"James Foley"
1175,tt0213790,2016-08-01,2016-08-01,,"The Ladies Man","The Ladies Man",https://www.imdb.com/title/tt0213790/,Movie,5.2,84,2000,"Comedy",14305,2000-10-13,"Reginald Hudlin"
1176,tt1291465,2016-08-01,2016-08-01,,"Raajneeti","Raajneeti",https://www.imdb.com/title/tt1291465/,Movie,7.1,163,2010,"Drama, Thriller",19854,2010-06-04,"Prakash Jha"
1177,tt0494652,2016-08-01,2016-08-01,,"Welcome Home, Roscoe Jenkins","Welcome Home Roscoe Jenkins",https://www.imdb.com/title/tt0494652/,Movie,5.5,114,2008,"Comedy, Romance",16454,2008-02-08,"Malcolm D. Lee"
1178,tt0040068,2016-08-01,2016-08-01,,"Abbott and Costello Meet Frankenstein","Bud Abbott Lou Costello Meet Frankenstein",https://www.imdb.com/title/tt0040068/,Movie,7.3,83,1948,"Comedy, Family, Fantasy, Horror",21178,1948-06-15,"Charles Barton, Walter Lantz"
1179,tt0020640,2016-08-01,2016-08-01,,"Animal Crackers","Animal Crackers",https://www.imdb.com/title/tt0020640/,Movie,7.4,97,1930,"Comedy, Family, Musical",15867,1930-09-06,"Victor Heerman"
1180,tt0093512,2016-08-01,2016-08-01,,"Maurice","Maurice",https://www.imdb.com/title/tt0093512/,Movie,7.6,140,1987,"Drama, Romance",26207,1987-09-18,"James Ivory"
1181,tt3704538,2016-08-01,2016-08-01,,"V/H/S Viral","V/H/S Viral",https://www.imdb.com/title/tt3704538/,Movie,4.2,81,2014,"Action, Adventure, Fantasy, Horror, Mystery, Sci-Fi, Thriller",21315,2014-10-23,"Justin Benson, Gregg Bishop, Todd Lincoln, Aaron Moorhead, Marcel Sarmiento, Nacho Vigalondo"
1182,tt0070698,2016-08-01,2016-08-01,,"Sisters","Sisters",https://www.imdb.com/title/tt0070698/,Movie,6.8,93,1972,"Horror, Mystery, Thriller",22893,1973-03-26,"Brian De Palma"
1183,tt1135525,2016-08-01,2016-08-01,,"The Slammin' Salmon","The Slammin' Salmon",https://www.imdb.com/title/tt1135525/,Movie,6.4,99,2009,"Comedy",16370,2009-01-17,"Kevin Heffernan"
1184,tt1407084,2016-08-01,2016-08-01,,"Twelve","Twelve",https://www.imdb.com/title/tt1407084/,Movie,5.6,93,2010,"Action, Drama, Thriller",12913,2010-08-06,"Joel Schumacher"
1185,tt0085127,2016-08-01,2016-08-01,,"Project A","'A' gai wak",https://www.imdb.com/title/tt0085127/,Movie,7.2,105,1983,"Action, Adventure, Comedy",19927,1983-12-22,"Jackie Chan, Sammo Kam-Bo Hung"
1186,tt1438298,2016-08-01,2016-08-01,,"Guzaarish","Guzaarish",https://www.imdb.com/title/tt1438298/,Movie,7.4,126,2010,"Drama, Romance",20564,2010-11-19,"Sanjay Leela Bhansali"
1187,tt0107983,2016-08-01,2016-08-01,,"Romeo Is Bleeding","Romeo Is Bleeding",https://www.imdb.com/title/tt0107983/,Movie,6.5,110,1993,"Crime, Drama, Romance",16126,1994-02-04,"Peter Medak"
1188,tt0107096,2016-08-01,2016-08-01,,"Heaven & Earth","Heaven & Earth",https://www.imdb.com/title/tt0107096/,Movie,6.8,140,1993,"Action, Biography, Drama, History, War",15821,1994-01-07,"Oliver Stone"
1189,tt0944834,2016-08-01,2016-08-01,,"Dragon Hunters","Chasseurs de dragons",https://www.imdb.com/title/tt0944834/,Movie,6.5,80,2008,"Animation, Action, Adventure, Comedy, Family, Fantasy",13858,2008-03-26,"Guillaume Ivernel, Arthur Qwak"
1190,tt0006864,2016-08-01,2016-08-01,,"Intolerance","Intolerance: Love's Struggle Throughout the Ages",https://www.imdb.com/title/tt0006864/,Movie,7.7,163,1916,"Drama, History",17659,1916-10-04,"D.W. Griffith"
1191,tt0099204,2016-08-01,2016-08-01,,"Cadillac Man","Cadillac Man",https://www.imdb.com/title/tt0099204/,Movie,5.7,97,1990,"Comedy, Crime",17170,1990-05-18,"Roger Donaldson"
1192,tt1049402,2016-08-01,2016-08-01,,"Howl","Howl",https://www.imdb.com/title/tt1049402/,Movie,6.6,84,2010,"Biography, Drama, Romance",13625,2010-08-27,"Rob Epstein, Jeffrey Friedman"
1193,tt1185420,2016-08-01,2016-08-01,,"Dostana","Dostana",https://www.imdb.com/title/tt1185420/,Movie,6.4,145,2008,"Comedy, Drama, Romance",17009,2008-11-14,"Tarun Mansukhani, Punit Malhotra"
1194,tt0445336,2016-08-01,2016-08-01,,"You, the Living","Du levande",https://www.imdb.com/title/tt0445336/,Movie,7.4,95,2007,"Comedy, Drama, Music",16820,2007-09-21,"Roy Andersson"
1195,tt0030241,2016-08-01,2016-08-01,,"Holiday","Holiday",https://www.imdb.com/title/tt0030241/,Movie,7.7,95,1938,"Comedy, Romance",19633,1938-06-15,"George Cukor"
1196,tt0365125,2016-08-01,2016-08-01,,"A Dirty Shame","A Dirty Shame",https://www.imdb.com/title/tt0365125/,Movie,5.1,89,2004,"Comedy",14079,2004-09-24,"John Waters"
1197,tt0340012,2016-08-01,2016-08-01,,"Being Julia","Being Julia",https://www.imdb.com/title/tt0340012/,Movie,7.0,104,2004,"Comedy, Drama, Romance",13285,2005-02-18,"István Szabó"
1198,tt1238291,2016-08-01,2016-08-01,,"Five Minutes of Heaven","Five Minutes of Heaven",https://www.imdb.com/title/tt1238291/,Movie,6.5,89,2009,"Drama, Thriller",13501,2009-02-27,"Oliver Hirschbiegel"
1199,tt0900387,2016-08-01,2016-08-01,,"Suite Française","Suite Française",https://www.imdb.com/title/tt0900387/,Movie,7.0,107,2014,"Drama, History, Romance, Thriller, War",30067,2015-03-13,"Saul Dibb"
1200,tt0047522,2016-08-01,2016-08-01,,"A Star Is Born","A Star Is Born",https://www.imdb.com/title/tt0047522/,Movie,7.5,154,1954,"Drama, Musical, Romance",20648,1954-10-16,"George Cukor"
1201,tt0362004,2016-08-01,2016-08-01,,"Palindromes","Palindromes",https://www.imdb.com/title/tt0362004/,Movie,6.7,100,2004,"Comedy, Drama",13312,2025-05-20,"Todd Solondz"
1202,tt0161860,2016-08-01,2016-08-01,,"Nowhere in Africa","Nirgendwo in Afrika",https://www.imdb.com/title/tt0161860/,Movie,7.5,141,2001,"Biography, Drama, History",14596,2003-05-16,"Caroline Link"
1203,tt0361925,2016-08-01,2016-08-01,,"Welcome to Mooseport","Welcome to Mooseport",https://www.imdb.com/title/tt0361925/,Movie,5.3,110,2004,"Comedy, Romance",14310,2004-02-20,"Donald Petrie"
1204,tt3467412,2016-08-01,2016-08-01,,"Extinction","Extinction",https://www.imdb.com/title/tt3467412/,Movie,5.8,112,2015,"Action, Adventure, Drama, Horror, Sci-Fi, Thriller",19231,2015-07-31,"Miguel Ángel Vivas"
1205,tt0093857,2016-08-01,2016-08-01,,"Revenge of the Nerds II: Nerds in Paradise","Revenge of the Nerds II: Nerds in Paradise",https://www.imdb.com/title/tt0093857/,Movie,5.1,88,1987,"Comedy",16058,1987-07-10,"Joe Roth"
1206,tt0961108,2016-08-01,2016-08-01,,"Fireflies in the Garden","Fireflies in the Garden",https://www.imdb.com/title/tt0961108/,Movie,6.4,99,2008,"Drama",14035,2008-07-17,"Dennis Lee"
1207,tt0028772,2016-08-01,2016-08-01,,"A Day at the Races","A Day at the Races",https://www.imdb.com/title/tt0028772/,Movie,7.5,111,1937,"Comedy, Family, Musical, Sport",15164,1937-06-11,"Sam Wood"
1208,tt0081698,2016-08-01,2016-08-01,,"Used Cars","Used Cars",https://www.imdb.com/title/tt0081698/,Movie,6.7,113,1980,"Comedy",18144,1980-07-11,"Robert Zemeckis"
1209,tt0102426,2016-08-01,2016-08-01,,"Mediterraneo","Mediterraneo",https://www.imdb.com/title/tt0102426/,Movie,7.4,96,1991,"Comedy, Drama, War",17377,1991-01-31,"Gabriele Salvatores"
1210,tt0995031,2016-08-01,2016-08-01,,"Bhool Bhulaiyaa","Bhool Bhulaiyaa",https://www.imdb.com/title/tt0995031/,Movie,7.5,159,2007,"Comedy, Horror, Mystery, Thriller",37201,2007-10-12,"Priyadarshan"
1211,tt2234429,2016-08-01,2016-08-01,,"Sparks","Sparks",https://www.imdb.com/title/tt2234429/,Movie,4.7,90,2013,"Action, Sci-Fi, Thriller",5958,2014-01-30,"Todd Burrows, Christopher Folino"
1212,tt0204137,2016-08-01,2016-08-01,,"Animal Factory","Animal Factory",https://www.imdb.com/title/tt0204137/,Movie,6.6,94,2000,"Crime, Drama",15681,2000-08-01,"Steve Buscemi"
1213,tt0112744,2016-08-01,2016-08-01,,"The Crossing Guard","The Crossing Guard",https://www.imdb.com/title/tt0112744/,Movie,6.3,111,1995,"Drama, Thriller",15234,1995-11-16,"Sean Penn"
1214,tt0085933,2016-08-01,2016-08-01,,"Merry Christmas Mr. Lawrence","Merry Christmas, Mr. Lawrence",https://www.imdb.com/title/tt0085933/,Movie,7.2,123,1983,"Drama, War",21715,1983-09-02,"Nagisa Ôshima"
1215,tt0111400,2016-08-01,2016-08-01,,"Terminal Velocity","Terminal Velocity",https://www.imdb.com/title/tt0111400/,Movie,5.5,102,1994,"Action, Mystery, Romance, Thriller",15334,1994-09-23,"Deran Sarafian"
1216,tt0091278,2016-08-01,2016-08-01,,"Iron Eagle","Iron Eagle",https://www.imdb.com/title/tt0091278/,Movie,5.6,117,1986,"Action, Thriller, War",16842,1986-01-17,"Sidney J. Furie"
1217,tt0058430,2016-08-01,2016-08-01,,"Onibaba","Onibaba",https://www.imdb.com/title/tt0058430/,Movie,7.8,103,1964,"Drama, Horror, Thriller",24816,1965-02-04,"Kaneto Shindô"
1218,tt0964185,2016-08-01,2016-08-01,,"Tetro","Tetro",https://www.imdb.com/title/tt0964185/,Movie,6.8,127,2009,"Drama",14151,2009-06-26,"Francis Ford Coppola"
1219,tt0090655,2016-08-01,2016-08-01,,"April Fool's Day","April Fool's Day",https://www.imdb.com/title/tt0090655/,Movie,6.1,89,1986,"Horror, Mystery",19782,1986-03-28,"Fred Walton"
1220,tt0096945,2016-08-01,2016-08-01,,"Blind Fury","Blind Fury",https://www.imdb.com/title/tt0096945/,Movie,6.3,86,1989,"Action, Comedy, Crime, Drama, Thriller",19934,1990-03-16,"Phillip Noyce"
1221,tt3409392,2016-08-01,2016-08-01,,"Timbuktu","Timbuktu",https://www.imdb.com/title/tt3409392/,Movie,7.1,96,2014,"Drama, War",18845,2014-12-10,"Abderrahmane Sissako"
1222,tt0051994,2016-08-01,2016-08-01,,"A Night to Remember","A Night to Remember",https://www.imdb.com/title/tt0051994/,Movie,7.9,123,1958,"Drama, History",18771,1958-12-16,"Roy Ward Baker"
1223,tt0114134,2016-08-01,2016-08-01,,"The Pillow Book","The Pillow Book",https://www.imdb.com/title/tt0114134/,Movie,6.5,126,1995,"Drama",14098,1997-06-06,"Peter Greenaway"
1224,tt0249371,2016-08-01,2016-08-01,,"Asoka","Asoka",https://www.imdb.com/title/tt0249371/,Movie,6.4,180,2001,"Action, Biography, Drama, History, Romance, War",16030,2001-10-26,"Santosh Sivan"
1225,tt1581835,2016-08-01,2016-08-01,,"Daydream Nation","Daydream Nation",https://www.imdb.com/title/tt1581835/,Movie,6.3,98,2010,"Drama, Romance",13333,2010-11-11,"Michael Goldbach"
1226,tt0120820,2016-08-01,2016-08-01,,"Senseless","Senseless",https://www.imdb.com/title/tt0120820/,Movie,6.0,93,1998,"Comedy, Romance",18578,1998-02-20,"Penelope Spheeris"
